5, Загальна фiзика (пр),проф. Стасюк З.В.,4,Фiз.практикум (лаб),ас. Хомишин I.Ю.,106,Четвер, ФеM-12
6, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеM-12
7, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеM-12
1, NULL, NULL, NULL, NULL, NULL, NULL, Пятниця, ФеM-12
2, Програмування (лекц),доц. Лис Р.М.,130, NULL, NULL, NULL, Пятниця, ФеM-12
3, NULL, NULL, NULL, NULL, NULL, NULL, Пятниця, ФеM-12
1, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-11
2, Об.-орiєнт.прогр. (лекц),доц. Хвищун I.О.,1, NULL, NULL, NULL, Понедiлок, ФеI-11
3, Електротехн.i елект. (лекц),проф. Карбовник I.Д.,1, NULL, NULL, NULL, Понедiлок, ФеI-11
4, Дискр. математ. (лекц),доц. Вельгош С.Р.,1, NULL, NULL, NULL, Понедiлок, ФеI-11
5, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-11
6, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-11
1, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-11
2, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-11
3, Iноземна мова (пр),доц. Iсаєва Г.Т.,80, NULL, NULL, NULL, Вiвторок, ФеI-11
4, Об.-орiєнт.прогр. (лаб),ас. Шевчук В.Д.,3, NULL, NULL, NULL, Вiвторок, ФеI-11
5, Фiзвиховання (лекц),- . Сп-кс, NULL, NULL, NULL, Вiвторок, ФеI-11
6, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-11
7, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-11
1, Мат.аналiз (пр),ас. Казанiвський М.I.,405, NULL, NULL, NULL, Середа, ФеI-11
2, Дискр. математ. (лаб),доц. Середницька Х.I.,3,Об.-орiєнт.прогр. (лаб),ас. Шевчук В.Д.,1,Середа, ФеI-11
3, Iноземна мова (пр),доц. Iсаєва Г.Т.,73, NULL, NULL, NULL, Середа, ФеI-11
4, Дискр. математ. (лаб),доц. Середницька Х.I.,6, NULL, NULL, NULL, Середа, ФеI-11
5, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-11
6, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-11
7, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-11
1, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-11
2, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-11
3, Фiз.осн.оптоелектр. (лаб),доц. Корчак Ю.М.,223,Електротехн.i елект. (лаб),проф. Карбовник I.Д. АК.,1,Четвер, ФеI-11
4, Електротехн.i елект. (лаб),проф. Карбовник I.Д. АК.,1,Фiз.осн.оптоелектр. (лаб),доц. Корчак Ю.М.,223,Четвер, ФеI-11
5, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-11
6, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-11
7, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-11
1, NULL, NULL, NULL, NULL, NULL, NULL, Пятниця, ФеI-11
2, Фiз.осн.оптоелектр. (лекц),доц. Корчак Ю.М.,1, NULL, NULL, NULL, Пятниця, ФеI-11
3, Мат.аналiз (лекц),доц. Цаповська Ж.Я.,1, NULL, NULL, NULL, Пятниця, ФеI-11
1, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-12
2, Об.-орiєнт.прогр. (лекц),доц. Хвищун I.О.,1, NULL, NULL, NULL, Понедiлок, ФеI-12
3, Електротехн.i елект. (лекц),проф. Карбовник I.Д.,1, NULL, NULL, NULL, Понедiлок, ФеI-12
4, Дискр. математ. (лекц),доц. Вельгош С.Р.,1, NULL, NULL, NULL, Понедiлок, ФеI-12
5, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-12
6, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-12
1, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-12
2, Електротехн.i елект. (лаб),проф. Рендзiняк С.Й. АК.,1,Фiз.осн.оптоелектр. (лаб),проф. Половинко I.I.,223,Вiвторок, ФеI-12
3, Iноземна мова (пр),доц. Сологуб Л.В.,123, NULL, NULL, NULL, Вiвторок, ФеI-12
4, Дискр. математ. (лаб),доц. Середницька Х.I.,1,Об.-орiєнт.прогр. (лаб),доц. Хвищун I.О.,6,Вiвторок, ФеI-12
5, Фiзвиховання (лекц),- . Сп-кс, NULL, NULL, NULL, Вiвторок, ФеI-12
6, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-12
7, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-12
1, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-12
2, Електротехн.i елект. (лаб),ас. Шмигельський Я.А. АК.,1, NULL, NULL, NULL, Середа, ФеI-12
3, Iноземна мова (пр),доц. Сологуб Л.В.,123, NULL, NULL, NULL, Середа, ФеI-12
4, Мат.аналiз (пр),доц. Петрук Т.М.,406, NULL, NULL, NULL, Середа, ФеI-12
5, Фiз.осн.оптоелектр. (лаб),ас. Горон Б.I.,223, NULL, NULL, NULL, Середа, ФеI-12
6, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-12
7, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-12
1, Об.-орiєнт.прогр. (лаб),доц. Хвищун I.О.,6, NULL, NULL, NULL, Четвер, ФеI-12
2, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-12
3, Дискр. математ. (лаб),доц. Середницька Х.I.,6, NULL, NULL, NULL, Четвер, ФеI-12
4, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-12
5, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-12
6, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-12
7, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-12
1, NULL, NULL, NULL, NULL, NULL, NULL, Пятниця, ФеI-12
2, Фiз.осн.оптоелектр. (лекц),доц. Корчак Ю.М.,1, NULL, NULL, NULL, Пятниця, ФеI-12
3, Мат.аналiз (лекц),доц. Цаповська Ж.Я.,1, NULL, NULL, NULL, Пятниця, ФеI-12
1, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-13
2, Об.-орiєнт.прогр. (лекц),доц. Хвищун I.О.,1, NULL, NULL, NULL, Понедiлок, ФеI-13
3, Електротехн.i елект. (лекц),проф. Карбовник I.Д.,1, NULL, NULL, NULL, Понедiлок, ФеI-13
4, Дискр. математ. (лекц),доц. Вельгош С.Р.,1, NULL, NULL, NULL, Понедiлок, ФеI-13
5, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-13
6, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-13
1, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-13
2, Мат.аналiз (пр),доц. Цаповська Ж.Я.,3, NULL, NULL, NULL, Вiвторок, ФеI-13
3, Iноземна мова (пр),ас. Шумська О.А.,5, NULL, NULL, NULL, Вiвторок, ФеI-13
4, Електротехн.i елект. (лаб),ас. Шмигельський Я.А. АК.,1,Фiз.осн.оптоелектр. (лаб),ас. Дверiй О.Р.,223,Вiвторок, ФеI-13
5, Фiзвиховання (лекц),- . Сп-кс, NULL, NULL, NULL, Вiвторок, ФеI-13
6, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-13
7, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-13
1, Електротехн.i елект. (лаб),проф. Рендзiняк С.Й. АК.,1, NULL, NULL, NULL, Середа, ФеI-13
2, Об.-орiєнт.прогр. (лаб),ас. Дзiковський В.Є.,2,Об.-орiєнт.прогр. (лаб),ас. Левуш П.Н.,6,Середа, ФеI-13
3, Iноземна мова (пр),ас. Шумська О.А.,76, NULL, NULL, NULL, Середа, ФеI-13
4, Фiз.осн.оптоелектр. (лаб),ас. Дверiй О.Р.,223, NULL, NULL, NULL, Середа, ФеI-13
5, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-13
6, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-13
7, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-13
1, Дискр. математ. (лаб),ас. Шмигельський Я.А.,4,Дискр. математ. (лаб),доц. Вельгош С.Р.,12,Четвер, ФеI-13
2, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-13
3, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-13
4, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-13
5, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-13
6, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-13
7, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-13
1, NULL, NULL, NULL, NULL, NULL, NULL, Пятниця, ФеI-13
2, Фiз.осн.оптоелектр. (лекц),доц. Корчак Ю.М.,1, NULL, NULL, NULL, Пятниця, ФеI-13
3, Мат.аналiз (лекц),доц. Цаповська Ж.Я.,1, NULL, NULL, NULL, Пятниця, ФеI-13
1, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-14
2, Об.-орiєнт.прогр. (лекц),доц. Хвищун I.О.,1, NULL, NULL, NULL, Понедiлок, ФеI-14
3, Електротехн.i елект. (лекц),проф. Карбовник I.Д.,1, NULL, NULL, NULL, Понедiлок, ФеI-14
4, Дискр. математ. (лекц),доц. Вельгош С.Р.,1, NULL, NULL, NULL, Понедiлок, ФеI-14
5, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-14
6, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-14
1, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-14
2, Об.-орiєнт.прогр. (лаб),ас. Шевчук В.Д.,3, NULL, NULL, NULL, Вiвторок, ФеI-14
3, Iноземна мова (пр),доц. Бiлинська Х.В.,129а, NULL, NULL, NULL, Вiвторок, ФеI-14
4, Дискр. математ. (лаб),доц. Сас Н.Б.,4, NULL, NULL, NULL, Вiвторок, ФеI-14
5, Фiзвиховання (лекц),- . Сп-кс, NULL, NULL, NULL, Вiвторок, ФеI-14
6, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-14
7, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-14
1, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-14
2, Фiз.осн.оптоелектр. (лаб),ас. Дверiй О.Р.,223, NULL, NULL, NULL, Середа, ФеI-14
3, Iноземна мова (пр),доц. Бiлинська Х.В.,129а, NULL, NULL, NULL, Середа, ФеI-14
4, Електротехн.i елект. (лаб),ас. Риковський П.А. АК.,1, NULL, NULL, NULL, Середа, ФеI-14
5, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-14
6, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-14
7, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-14
1, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-14
2, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-14
3, Мат.аналiз (пр),ас. Казанiвський М.I.,129а, NULL, NULL, NULL, Четвер, ФеI-14
4, Дискр. математ. (лаб),ас. Шмигельський Я.А.,313,Об.-орiєнт.прогр. (лаб),доц. Хвищун I.О.,12,Четвер, ФеI-14
5, Електротехн.i елект. (лаб),ас. Риковський П.А. АК.,1,Фiз.осн.оптоелектр. (лаб),ас. Дверiй О.Р.,223,Четвер, ФеI-14
6, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-14
7, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-14
1, NULL, NULL, NULL, NULL, NULL, NULL, Пятниця, ФеI-14
2, Фiз.осн.оптоелектр. (лекц),доц. Корчак Ю.М.,1, NULL, NULL, NULL, Пятниця, ФеI-14
3, Мат.аналiз (лекц),доц. Цаповська Ж.Я.,1, NULL, NULL, NULL, Пятниця, ФеI-14
1, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-15
2, Об.-орiєнт.прогр. (лекц),доц. Хвищун I.О.,1, NULL, NULL, NULL, Понедiлок, ФеI-15
3, Електротехн.i елект. (лекц),проф. Карбовник I.Д.,1, NULL, NULL, NULL, Понедiлок, ФеI-15
4, Дискр. математ. (лекц),доц. Вельгош С.Р.,1, NULL, NULL, NULL, Понедiлок, ФеI-15
5, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-15
6, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеI-15
1, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-15
2, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-15
3, Iноземна мова (пр),ас. Буловчак А.О.,76,Iноземна мова (пр),Плахотник Н.В.,213,Вiвторок, ФеI-15
4, Дискр. математ. (лаб),доц. Вельгош С.Р.,12,Об.-орiєнт.прогр. (лаб),ас. Левуш П.Н.,2,Вiвторок, ФеI-15
5, Фiзвиховання (лекц),- . Сп-кс, NULL, NULL, NULL, Вiвторок, ФеI-15
6, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-15
7, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеI-15
1, Фiз.осн.оптоелектр. (лаб),ас. Горон Б.I.,223, NULL, NULL, NULL, Середа, ФеI-15
2, Мат.аналiз (пр),проф. Чижиков I.Е.,129а, NULL, NULL, NULL, Середа, ФеI-15
3, Iноземна мова (пр),ас. Буловчак А.О.,5,Iноземна мова (пр),Плахотник Н.В.,213,Середа, ФеI-15
4, Об.-орiєнт.прогр. (лаб),ас. Левуш П.Н.,2,Дискр. математ. (лаб),ас. Шмигельський Я.А..,1,Середа, ФеI-15
5, Електротехн.i елект. (лаб),ас. Шевчук В.Д. АК.,1, NULL, NULL, NULL, Середа, ФеI-15
6, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-15
7, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеI-15
1, Фiз.осн.оптоелектр. (лаб),доц. Корчак Ю.М.,223,Електротехн.i елект. (лаб),доц. Злобiн Г.Г. АК.,1,Четвер, ФеI-15
2, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-15
3, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-15
4, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-15
5, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-15
6, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-15
7, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеI-15
1, NULL, NULL, NULL, NULL, NULL, NULL, Пятниця, ФеI-15
2, Фiз.осн.оптоелектр. (лекц),доц. Корчак Ю.М.,1, NULL, NULL, NULL, Пятниця, ФеI-15
3, Мат.аналiз (лекц),доц. Цаповська Ж.Я.,1, NULL, NULL, NULL, Пятниця, ФеI-15
1, Iноземна мова (пр),доц. Шандра Н.А.,407, NULL, NULL, NULL, Понедiлок, ФеC-21
2, Методи обчислень (лаб),ас. Мисюк I.В.,9,Комп.iнф.мережi (лаб),ас. Столярчук О.В.,8,Понедiлок, ФеC-21
3, Безп.розг.обч.систем (лаб),доц. Флюнт О.Є.,5, NULL, NULL, NULL, Понедiлок, ФеC-21
4, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеC-21
5, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеC-21
6, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеC-21
1, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеC-21
2, Комп.iнф.мережi (лаб),ас. Столярчук О.В.,10,Сист.опрац.даних (лаб),доц. Демкiв Л.С.,5,Вiвторок, ФеC-21
3, ДВВС (лекц),// .. -, NULL, NULL, NULL, Вiвторок, ФеC-21
4, ДВВС (лекц),// .. -, NULL, NULL, NULL, Вiвторок, ФеC-21
5, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеC-21
6, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеC-21
7, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеC-21
1, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеC-21
2, Сист.опрац.даних (лекц),доц. Демкiв Л.С.,5, NULL, NULL, NULL, Середа, ФеC-21
3, Комп.iнф.мережi (лекц),ас. Столярчук О.В.,3, NULL, NULL, NULL, Середа, ФеC-21
4, Безп.розг.обч.систем (лекц),доц. Флюнт О.Є.,3, NULL, NULL, NULL, Середа, ФеC-21
5, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеC-21
6, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеC-21
7, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеC-21
1, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеC-21
2, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеC-21
3, Iноземна мова (пр),доц. Шандра Н.А.,213, NULL, NULL, NULL, Четвер, ФеC-21
4, Сист.опрац.даних (лаб),доц. Демкiв Л.С.,5,Безп.розг.обч.систем (лаб),доц. Флюнт О.Є.,10,Четвер, ФеC-21
5, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеC-21
6, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеC-21
7, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеC-21
1, Методи обчислень (лаб),ас. Каськун О.Д.,9, NULL, NULL, NULL, Пятниця, ФеC-21
2, Методи обчислень (лекц),проф. Демкiв Т.М.,5, NULL, NULL, NULL, Пятниця, ФеC-21
3, ДВВС (лекц),NULL, NULL, NULL, NULL, NULL, Пятниця, ФеC-21
1, Iноземна мова (пр),доц. Сологуб Л.В.,406, NULL, NULL, NULL, Понедiлок, ФеП-21
2, Веб-програмування (лекц),Мокiй О.А. ELEKS, NULL, NULL, NULL, Понедiлок, ФеП-21
3, Веб-програмування (лаб),Мокiй О.А., NULL, Веб-програмування (лаб),ас. Каськун О.Д., NULL, Понедiлок, ФеП-21
4, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеП-21
5, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеП-21
6, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеП-21
1, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-21
2, Вища математика (пр),доц. Зелiско Г.В.,406, NULL, NULL, NULL, Вiвторок, ФеП-21
3, ДВВС (лекц),NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-21
4, ДВВС (лекц),NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-21
5, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-21
6, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-21
7, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-21
1, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-21
2, Паралельне програм. (лекц),доц. Шувар Р.Я.,2, NULL, NULL, NULL, Середа, ФеП-21
3, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-21
4, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-21
5, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-21
6, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-21
7, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-21
1, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-21
2, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-21
3, Iноземна мова (пр),доц. Сологуб Л.В.,312, NULL, NULL, NULL, Четвер, ФеП-21
4, Паралельне програм. (лаб),ас. Каськун О.Д.,9,Паралельне програм. (лаб),ас. Мисюк Р.В.,11,Четвер, ФеП-21
5, Пр.стат.та ймов.пр. (лаб),доц. Сас Н.Б.,1,Пр.стат.та ймов.пр. (лаб),ас. Шмигельський Я.А.,6,Четвер, ФеП-21
6, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-21
7, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-21
1, Вища математика (лекц),доц. Зелiско Г.В.,128, NULL, NULL, NULL, Пятниця, ФеП-21
2, Пр.стат.та ймов.пр. (лекц),доц. Сас Н.Б.,122, NULL, NULL, NULL, Пятниця, ФеП-21
3, ДВВС (лекц), NULL, NULL, NULL, NULL, NULL, Пятниця, ФеП-21
1, Iноземна мова (пр),ас. Шумська О.А.,5, NULL, NULL, NULL, Понедiлок, ФеП-22
2, Веб-програмування (лекц),Мокiй. О.А, NULL, NULL, NULL, NULL, Понедiлок, ФеП-22
3, Веб-програмування (лаб),ас. Мисюк I.В., NULL, NULL, NULL, NULL, Понедiлок, ФеП-22
4, Веб-програмування (лаб),ас. Мисюк I.В., NULL, NULL, NULL, NULL, Понедiлок, ФеП-22
5, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеП-22
6, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеП-22
1, Вища математика (пр),доц. Зелiско Г.В.,3, NULL, NULL, NULL, Вiвторок, ФеП-22
2, Паралельне програм. (лаб),ст. вик. Ковтко Р.Т.,12,Пр.стат.та ймов.пр. (лаб),ас. Шмигельський Я.А.,313,Вiвторок, ФеП-22
3, ДВВС (лекц),NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-22
4, ДВВС (лекц),NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-22
5, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-22
6, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-22
7, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-22
1, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-22
2, Паралельне програм. (лекц),доц. Шувар Р.Я.,2, NULL, NULL, NULL, Середа, ФеП-22
3, Паралельне програм. (лаб),ст. вик. Ковтко Р.Т. NULL, NULL, NULL, NULL, Середа, ФеП-22
4, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-22
5, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-22
6, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-22
7, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-22
1, Пр.стат.та ймов.пр. (лаб),доц. Сас Н.Б.,313, NULL, NULL, NULL, Четвер, ФеП-22
2, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-22
3, Iноземна мова (пр),ас. Шумська О.А.,5, NULL, NULL, NULL, Четвер, ФеП-22
4, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-22
5, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-22
6, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-22
7, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-22
1, Вища математика (лекц),доц. Зелiско Г.В.,128, NULL, NULL, NULL, Пятниця, ФеП-22
2, Пр.стат.та ймов.пр. (лекц),доц. Сас Н.Б.,122, NULL, NULL, NULL, Пятниця, ФеП-22
3, ДВВС (лекц), NULL, NULL, NULL, NULL, NULL, Пятниця, ФеП-22
1, Iноземна мова (пр),ас. Брона О.А.,405, NULL, NULL, NULL, Понедiлок, ФеП-23
2, Вища математика (пр),ас. Казанiвський М.I.,122, NULL, NULL, NULL, Понедiлок, ФеП-23
3, Пр.стат.та ймов.пр. (лаб),доц. Сас Н.Б.,313, NULL, NULL, NULL, Понедiлок, ФеП-23
4, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеП-23
5, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеП-23
6, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеП-23
1, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-23
2, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-23
3, ДВВС (лекц),NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-23
4, ДВВС (лекц),NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-23
5, Паралельне програм. (лаб),ст. вик. Ковтко Р.Т.,9, NULL, NULL, NULL, Вiвторок, ФеП-23
6, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-23
7, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеП-23
1, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-23
2, Паралельне програм. (лекц),доц. Шувар Р.Я.,2, NULL, NULL, NULL, Середа, ФеП-23
3, Веб-технологiї (лекц),доц. Ляшкевич В, NULL, NULL, NULL, NULL, Середа, ФеП-23
4, Веб-технологiї (лаб),доц. Ляшкевич В, NULL, NULL, NULL, NULL, Середа, ФеП-23
5, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-23
6, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-23
7, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеП-23
1, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-23
2, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-23
3, Iноземна мова (пр),ас. Брона О.А.,405, NULL, NULL, NULL, Четвер, ФеП-23
4, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-23
5, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-23
6, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-23
7, NULL, NULL, NULL, NULL, NULL, NULL, Четвер, ФеП-23
1, Вища математика (лекц),доц. Зелiско Г.В.,128, NULL, NULL, NULL, Пятниця, ФеП-23
2, Пр.стат.та ймов.пр. (лекц),доц. Сас Н.Б.,122, NULL, NULL, NULL, Пятниця, ФеП-23
3, ДВВС (лекц),NULL, NULL, NULL, NULL, NULL, Пятниця, ФеП-23
1, Iноземна мова (пр),доц. Бiлинська Х.В.,123, NULL, NULL, NULL, Понедiлок, ФеM-21
2, Бiомед.iнж.та шт.iн. (лаб),ас. Медвiдь I.I.,408,Цифровi сигнали (лаб),доц. Слободзян Д.П.,4,Понедiлок, ФеM-21
3, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеM-21
4, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеM-21
5, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеM-21
6, NULL, NULL, NULL, NULL, NULL, NULL, Понедiлок, ФеM-21
1, Бiомед.iнж.та шт.iн. (лаб),ас. Медвiдь I.I.,408, NULL, NULL, NULL, Вiвторок, ФеM-21
2, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеM-21
3, ДВВС (лекц),NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеM-21
4, ДВВС (лекц),NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеM-21
5, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеM-21
6, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеM-21
7, NULL, NULL, NULL, NULL, NULL, NULL, Вiвторок, ФеM-21
1, NULL, NULL, NULL, NULL, NULL, NULL, Середа, ФеM-21
